displayfieldname;fieldaliases;fields;objectid;zrwident;zui_zpiident;zrwnaam;zrwdatin;zrwdatui;globalid;iws_eigenaar;latitude;longitude;zrwverkort;oc_ie;oc_max;oc_ie_bzv;straat;plaats;nummer;postcode;regio;zrw_type;zrwstatus;opmerkingen
ZRW_TYPE_OUD;{ globalid:GLOBALID iws_eigenaar:Eigenaar latitude:Latitude longitude:Longitude nummer:Huisnummer objectid:OBJECTID oc_ie:Ontwerpcapaciteit IE, 150TZV oc_ie_bzv:Ontwerpcapaciteit IE, 54BZV oc_max:Ontwerpcapaciteit m3/h opmerkingen:Opmerkingen plaats:Plaats postcode:Postcode regio:Regio straat:Straat zrw_type:RWZI type zrwdatin:Datum in bedrijf zrwdatui:Datum uit bedrijf zrwident:Code zrwnaam:Naam RWZI zrwstatus:Status zrwverkort:Verkorte naam zui_zpiident:ID Zuiveringsinstallatie};{ { alias:OBJECTID name:OBJECTID type:esriFieldTypeOID} { alias:Code length:24 name:ZRWIDENT type:esriFieldTypeString} { alias:ID Zuiveringsinstallatie length:24 name:ZUI_ZPIIDENT type:esriFieldTypeString} { alias:Naam RWZI length:50 name:ZRWNAAM type:esriFieldTypeString} { alias:Datum in bedrijf length:8 name:ZRWDATIN type:esriFieldTypeDate} { alias:Datum uit bedrijf length:8 name:ZRWDATUI type:esriFieldTypeDate} { alias:Opmerkingen length:255 name:OPMERKINGEN type:esriFieldTypeString} { alias:GLOBALID length:38 name:GLOBALID type:esriFieldTypeGlobalID} { alias:Eigenaar length:255 name:IWS_EIGENAAR type:esriFieldTypeString} { alias:Latitude name:LATITUDE type:esriFieldTypeDouble} { alias:Longitude name:LONGITUDE type:esriFieldTypeDouble} { alias:Verkorte naam length:10 name:ZRWVERKORT type:esriFieldTypeString} { alias:Ontwerpcapaciteit IE, 150TZV name:OC_IE type:esriFieldTypeDouble} { alias:Ontwerpcapaciteit m3/h name:OC_MAX type:esriFieldTypeDouble} { alias:Ontwerpcapaciteit IE, 54BZV name:OC_IE_BZV type:esriFieldTypeDouble} { alias:Straat length:150 name:STRAAT type:esriFieldTypeString} { alias:Plaats length:50 name:PLAATS type:esriFieldTypeString} { alias:Huisnummer length:10 name:NUMMER type:esriFieldTypeString} { alias:Postcode length:6 name:POSTCODE type:esriFieldTypeString} { alias:Regio name:REGIO type:esriFieldTypeInteger} { alias:RWZI type name:ZRW_TYPE type:esriFieldTypeInteger} { alias:Status name:ZRWSTATUS type:esriFieldTypeInteger}};16783057;ZAS_;0401;RWZI Asperen;63072000000;NULL;{f407f749-eba8-41a6-b0c2-7e7f41d85a7d};Waterschap;51.8838;5.111042;443;8500.0;400.0;7000.0;3e industrieweg;Asperen;9;4147CV;4;3;2;NULL
ZRW_TYPE_OUD;{ globalid:GLOBALID iws_eigenaar:Eigenaar latitude:Latitude longitude:Longitude nummer:Huisnummer objectid:OBJECTID oc_ie:Ontwerpcapaciteit IE, 150TZV oc_ie_bzv:Ontwerpcapaciteit IE, 54BZV oc_max:Ontwerpcapaciteit m3/h opmerkingen:Opmerkingen plaats:Plaats postcode:Postcode regio:Regio straat:Straat zrw_type:RWZI type zrwdatin:Datum in bedrijf zrwdatui:Datum uit bedrijf zrwident:Code zrwnaam:Naam RWZI zrwstatus:Status zrwverkort:Verkorte naam zui_zpiident:ID Zuiveringsinstallatie};{ { alias:OBJECTID name:OBJECTID type:esriFieldTypeOID} { alias:Code length:24 name:ZRWIDENT type:esriFieldTypeString} { alias:ID Zuiveringsinstallatie length:24 name:ZUI_ZPIIDENT type:esriFieldTypeString} { alias:Naam RWZI length:50 name:ZRWNAAM type:esriFieldTypeString} { alias:Datum in bedrijf length:8 name:ZRWDATIN type:esriFieldTypeDate} { alias:Datum uit bedrijf length:8 name:ZRWDATUI type:esriFieldTypeDate} { alias:Opmerkingen length:255 name:OPMERKINGEN type:esriFieldTypeString} { alias:GLOBALID length:38 name:GLOBALID type:esriFieldTypeGlobalID} { alias:Eigenaar length:255 name:IWS_EIGENAAR type:esriFieldTypeString} { alias:Latitude name:LATITUDE type:esriFieldTypeDouble} { alias:Longitude name:LONGITUDE type:esriFieldTypeDouble} { alias:Verkorte naam length:10 name:ZRWVERKORT type:esriFieldTypeString} { alias:Ontwerpcapaciteit IE, 150TZV name:OC_IE type:esriFieldTypeDouble} { alias:Ontwerpcapaciteit m3/h name:OC_MAX type:esriFieldTypeDouble} { alias:Ontwerpcapaciteit IE, 54BZV name:OC_IE_BZV type:esriFieldTypeDouble} { alias:Straat length:150 name:STRAAT type:esriFieldTypeString} { alias:Plaats length:50 name:PLAATS type:esriFieldTypeString} { alias:Huisnummer length:10 name:NUMMER type:esriFieldTypeString} { alias:Postcode length:6 name:POSTCODE type:esriFieldTypeString} { alias:Regio name:REGIO type:esriFieldTypeInteger} { alias:RWZI type name:ZRW_TYPE type:esriFieldTypeInteger} { alias:Status name:ZRWSTATUS type:esriFieldTypeInteger}};16783017;ZZE_;3201;RWZI Zetten;536457600000;NULL;{8c92c080-089f-47bc-832e-84964aefcf22};Waterschap;51.93826;5.711814;218;8000.0;390.0;6500.0;Knoppersweg;Randwijk;32;6668AV;2;3;2;gaat medio 2021 uit bedrijf
ZRW_TYPE_OUD;{ globalid:GLOBALID iws_eigenaar:Eigenaar latitude:Latitude longitude:Longitude nummer:Huisnummer objectid:OBJECTID oc_ie:Ontwerpcapaciteit IE, 150TZV oc_ie_bzv:Ontwerpcapaciteit IE, 54BZV oc_max:Ontwerpcapaciteit m3/h opmerkingen:Opmerkingen plaats:Plaats postcode:Postcode regio:Regio straat:Straat zrw_type:RWZI type zrwdatin:Datum in bedrijf zrwdatui:Datum uit bedrijf zrwident:Code zrwnaam:Naam RWZI zrwstatus:Status zrwverkort:Verkorte naam zui_zpiident:ID Zuiveringsinstallatie};{ { alias:OBJECTID name:OBJECTID type:esriFieldTypeOID} { alias:Code length:24 name:ZRWIDENT type:esriFieldTypeString} { alias:ID Zuiveringsinstallatie length:24 name:ZUI_ZPIIDENT type:esriFieldTypeString} { alias:Naam RWZI length:50 name:ZRWNAAM type:esriFieldTypeString} { alias:Datum in bedrijf length:8 name:ZRWDATIN type:esriFieldTypeDate} { alias:Datum uit bedrijf length:8 name:ZRWDATUI type:esriFieldTypeDate} { alias:Opmerkingen length:255 name:OPMERKINGEN type:esriFieldTypeString} { alias:GLOBALID length:38 name:GLOBALID type:esriFieldTypeGlobalID} { alias:Eigenaar length:255 name:IWS_EIGENAAR type:esriFieldTypeString} { alias:Latitude name:LATITUDE type:esriFieldTypeDouble} { alias:Longitude name:LONGITUDE type:esriFieldTypeDouble} { alias:Verkorte naam length:10 name:ZRWVERKORT type:esriFieldTypeString} { alias:Ontwerpcapaciteit IE, 150TZV name:OC_IE type:esriFieldTypeDouble} { alias:Ontwerpcapaciteit m3/h name:OC_MAX type:esriFieldTypeDouble} { alias:Ontwerpcapaciteit IE, 54BZV name:OC_IE_BZV type:esriFieldTypeDouble} { alias:Straat length:150 name:STRAAT type:esriFieldTypeString} { alias:Plaats length:50 name:PLAATS type:esriFieldTypeString} { alias:Huisnummer length:10 name:NUMMER type:esriFieldTypeString} { alias:Postcode length:6 name:POSTCODE type:esriFieldTypeString} { alias:Regio name:REGIO type:esriFieldTypeInteger} { alias:RWZI type name:ZRW_TYPE type:esriFieldTypeInteger} { alias:Status name:ZRWSTATUS type:esriFieldTypeInteger}};16783217;ZML_;2301;RWZI Millingen aan de Rijn;820454400000;NULL;{c1f2c5ec-dac5-42ae-bd01-5969f43cb5c2};Waterschap;51.86501;6.022569;878;13000.0;510.0;11000.0;Botsestraat;Kekerdom;100;6579JC;3;3;2;NULL
ZRW_TYPE_OUD;{ globalid:GLOBALID iws_eigenaar:Eigenaar latitude:Latitude longitude:Longitude nummer:Huisnummer objectid:OBJECTID oc_ie:Ontwerpcapaciteit IE, 150TZV oc_ie_bzv:Ontwerpcapaciteit IE, 54BZV oc_max:Ontwerpcapaciteit m3/h opmerkingen:Opmerkingen plaats:Plaats postcode:Postcode regio:Regio straat:Straat zrw_type:RWZI type zrwdatin:Datum in bedrijf zrwdatui:Datum uit bedrijf zrwident:Code zrwnaam:Naam RWZI zrwstatus:Status zrwverkort:Verkorte naam zui_zpiident:ID Zuiveringsinstallatie};{ { alias:OBJECTID name:OBJECTID type:esriFieldTypeOID} { alias:Code length:24 name:ZRWIDENT type:esriFieldTypeString} { alias:ID Zuiveringsinstallatie length:24 name:ZUI_ZPIIDENT type:esriFieldTypeString} { alias:Naam RWZI length:50 name:ZRWNAAM type:esriFieldTypeString} { alias:Datum in bedrijf length:8 name:ZRWDATIN type:esriFieldTypeDate} { alias:Datum uit bedrijf length:8 name:ZRWDATUI type:esriFieldTypeDate} { alias:Opmerkingen length:255 name:OPMERKINGEN type:esriFieldTypeString} { alias:GLOBALID length:38 name:GLOBALID type:esriFieldTypeGlobalID} { alias:Eigenaar length:255 name:IWS_EIGENAAR type:esriFieldTypeString} { alias:Latitude name:LATITUDE type:esriFieldTypeDouble} { alias:Longitude name:LONGITUDE type:esriFieldTypeDouble} { alias:Verkorte naam length:10 name:ZRWVERKORT type:esriFieldTypeString} { alias:Ontwerpcapaciteit IE, 150TZV name:OC_IE type:esriFieldTypeDouble} { alias:Ontwerpcapaciteit m3/h name:OC_MAX type:esriFieldTypeDouble} { alias:Ontwerpcapaciteit IE, 54BZV name:OC_IE_BZV type:esriFieldTypeDouble} { alias:Straat length:150 name:STRAAT type:esriFieldTypeString} { alias:Plaats length:50 name:PLAATS type:esriFieldTypeString} { alias:Huisnummer length:10 name:NUMMER type:esriFieldTypeString} { alias:Postcode length:6 name:POSTCODE type:esriFieldTypeString} { alias:Regio name:REGIO type:esriFieldTypeInteger} { alias:RWZI type name:ZRW_TYPE type:esriFieldTypeInteger} { alias:Status name:ZRWSTATUS type:esriFieldTypeInteger}};43283642;ZSD_;5401;RWZI Sliedrecht;347155200000;NULL;{0095d2bb-6e5f-49e2-bff5-8e45e128659a};Waterschap;51.830072;4.799328;SL;48000.0;1650.0;40000.0;Kweldamweg;Sliedrecht;51;3364BC;4;3;2;NULL
ZRW_TYPE_OUD;{ globalid:GLOBALID iws_eigenaar:Eigenaar latitude:Latitude longitude:Longitude nummer:Huisnummer objectid:OBJECTID oc_ie:Ontwerpcapaciteit IE, 150TZV oc_ie_bzv:Ontwerpcapaciteit IE, 54BZV oc_max:Ontwerpcapaciteit m3/h opmerkingen:Opmerkingen plaats:Plaats postcode:Postcode regio:Regio straat:Straat zrw_type:RWZI type zrwdatin:Datum in bedrijf zrwdatui:Datum uit bedrijf zrwident:Code zrwnaam:Naam RWZI zrwstatus:Status zrwverkort:Verkorte naam zui_zpiident:ID Zuiveringsinstallatie};{ { alias:OBJECTID name:OBJECTID type:esriFieldTypeOID} { alias:Code length:24 name:ZRWIDENT type:esriFieldTypeString} { alias:ID Zuiveringsinstallatie length:24 name:ZUI_ZPIIDENT type:esriFieldTypeString} { alias:Naam RWZI length:50 name:ZRWNAAM type:esriFieldTypeString} { alias:Datum in bedrijf length:8 name:ZRWDATIN type:esriFieldTypeDate} { alias:Datum uit bedrijf length:8 name:ZRWDATUI type:esriFieldTypeDate} { alias:Opmerkingen length:255 name:OPMERKINGEN type:esriFieldTypeString} { alias:GLOBALID length:38 name:GLOBALID type:esriFieldTypeGlobalID} { alias:Eigenaar length:255 name:IWS_EIGENAAR type:esriFieldTypeString} { alias:Latitude name:LATITUDE type:esriFieldTypeDouble} { alias:Longitude name:LONGITUDE type:esriFieldTypeDouble} { alias:Verkorte naam length:10 name:ZRWVERKORT type:esriFieldTypeString} { alias:Ontwerpcapaciteit IE, 150TZV name:OC_IE type:esriFieldTypeDouble} { alias:Ontwerpcapaciteit m3/h name:OC_MAX type:esriFieldTypeDouble} { alias:Ontwerpcapaciteit IE, 54BZV name:OC_IE_BZV type:esriFieldTypeDouble} { alias:Straat length:150 name:STRAAT type:esriFieldTypeString} { alias:Plaats length:50 name:PLAATS type:esriFieldTypeString} { alias:Huisnummer length:10 name:NUMMER type:esriFieldTypeString} { alias:Postcode length:6 name:POSTCODE type:esriFieldTypeString} { alias:Regio name:REGIO type:esriFieldTypeInteger} { alias:RWZI type name:ZRW_TYPE type:esriFieldTypeInteger} { alias:Status name:ZRWSTATUS type:esriFieldTypeInteger}};43283654;ZSN_;5301;RWZI Schelluinen;1167609600000;NULL;{b30e1515-44c4-4ad1-8585-ef0bac5eeb66};Waterschap;51.843042;4.934857;SN;98000.0;3300.0;97423.0;Banneweg;Schelluinen;30;4209SZ;4;3;2;NULL
ZRW_TYPE_OUD;{ globalid:GLOBALID iws_eigenaar:Eigenaar latitude:Latitude longitude:Longitude nummer:Huisnummer objectid:OBJECTID oc_ie:Ontwerpcapaciteit IE, 150TZV oc_ie_bzv:Ontwerpcapaciteit IE, 54BZV oc_max:Ontwerpcapaciteit m3/h opmerkingen:Opmerkingen plaats:Plaats postcode:Postcode regio:Regio straat:Straat zrw_type:RWZI type zrwdatin:Datum in bedrijf zrwdatui:Datum uit bedrijf zrwident:Code zrwnaam:Naam RWZI zrwstatus:Status zrwverkort:Verkorte naam zui_zpiident:ID Zuiveringsinstallatie};{ { alias:OBJECTID name:OBJECTID type:esriFieldTypeOID} { alias:Code length:24 name:ZRWIDENT type:esriFieldTypeString} { alias:ID Zuiveringsinstallatie length:24 name:ZUI_ZPIIDENT type:esriFieldTypeString} { alias:Naam RWZI length:50 name:ZRWNAAM type:esriFieldTypeString} { alias:Datum in bedrijf length:8 name:ZRWDATIN type:esriFieldTypeDate} { alias:Datum uit bedrijf length:8 name:ZRWDATUI type:esriFieldTypeDate} { alias:Opmerkingen length:255 name:OPMERKINGEN type:esriFieldTypeString} { alias:GLOBALID length:38 name:GLOBALID type:esriFieldTypeGlobalID} { alias:Eigenaar length:255 name:IWS_EIGENAAR type:esriFieldTypeString} { alias:Latitude name:LATITUDE type:esriFieldTypeDouble} { alias:Longitude name:LONGITUDE type:esriFieldTypeDouble} { alias:Verkorte naam length:10 name:ZRWVERKORT type:esriFieldTypeString} { alias:Ontwerpcapaciteit IE, 150TZV name:OC_IE type:esriFieldTypeDouble} { alias:Ontwerpcapaciteit m3/h name:OC_MAX type:esriFieldTypeDouble} { alias:Ontwerpcapaciteit IE, 54BZV name:OC_IE_BZV type:esriFieldTypeDouble} { alias:Straat length:150 name:STRAAT type:esriFieldTypeString} { alias:Plaats length:50 name:PLAATS type:esriFieldTypeString} { alias:Huisnummer length:10 name:NUMMER type:esriFieldTypeString} { alias:Postcode length:6 name:POSTCODE type:esriFieldTypeString} { alias:Regio name:REGIO type:esriFieldTypeInteger} { alias:RWZI type name:ZRW_TYPE type:esriFieldTypeInteger} { alias:Status name:ZRWSTATUS type:esriFieldTypeInteger}};16783227;ZNY_;2501;RWZI Nijmegen;1041379200000;NULL;{2346b44f-4392-4f08-801d-724f5435e533};Waterschap;51.847869;5.797712;771;400000.0;16000.0;330000.0;Jonkerstraat;Weurt;42;6551DK;3;3;2;NULL
ZRW_TYPE_OUD;{ globalid:GLOBALID iws_eigenaar:Eigenaar latitude:Latitude longitude:Longitude nummer:Huisnummer objectid:OBJECTID oc_ie:Ontwerpcapaciteit IE, 150TZV oc_ie_bzv:Ontwerpcapaciteit IE, 54BZV oc_max:Ontwerpcapaciteit m3/h opmerkingen:Opmerkingen plaats:Plaats postcode:Postcode regio:Regio straat:Straat zrw_type:RWZI type zrwdatin:Datum in bedrijf zrwdatui:Datum uit bedrijf zrwident:Code zrwnaam:Naam RWZI zrwstatus:Status zrwverkort:Verkorte naam zui_zpiident:ID Zuiveringsinstallatie};{ { alias:OBJECTID name:OBJECTID type:esriFieldTypeOID} { alias:Code length:24 name:ZRWIDENT type:esriFieldTypeString} { alias:ID Zuiveringsinstallatie length:24 name:ZUI_ZPIIDENT type:esriFieldTypeString} { alias:Naam RWZI length:50 name:ZRWNAAM type:esriFieldTypeString} { alias:Datum in bedrijf length:8 name:ZRWDATIN type:esriFieldTypeDate} { alias:Datum uit bedrijf length:8 name:ZRWDATUI type:esriFieldTypeDate} { alias:Opmerkingen length:255 name:OPMERKINGEN type:esriFieldTypeString} { alias:GLOBALID length:38 name:GLOBALID type:esriFieldTypeGlobalID} { alias:Eigenaar length:255 name:IWS_EIGENAAR type:esriFieldTypeString} { alias:Latitude name:LATITUDE type:esriFieldTypeDouble} { alias:Longitude name:LONGITUDE type:esriFieldTypeDouble} { alias:Verkorte naam length:10 name:ZRWVERKORT type:esriFieldTypeString} { alias:Ontwerpcapaciteit IE, 150TZV name:OC_IE type:esriFieldTypeDouble} { alias:Ontwerpcapaciteit m3/h name:OC_MAX type:esriFieldTypeDouble} { alias:Ontwerpcapaciteit IE, 54BZV name:OC_IE_BZV type:esriFieldTypeDouble} { alias:Straat length:150 name:STRAAT type:esriFieldTypeString} { alias:Plaats length:50 name:PLAATS type:esriFieldTypeString} { alias:Huisnummer length:10 name:NUMMER type:esriFieldTypeString} { alias:Postcode length:6 name:POSTCODE type:esriFieldTypeString} { alias:Regio name:REGIO type:esriFieldTypeInteger} { alias:RWZI type name:ZRW_TYPE type:esriFieldTypeInteger} { alias:Status name:ZRWSTATUS type:esriFieldTypeInteger}};16783177;ZGB_;1701;RWZI Groesbeek;788918400000;NULL;{734e0b99-d69b-4408-bd71-b920da944f52};Waterschap;51.759472;5.953818;877;25000.0;900.0;20000.0;Bruuk;Groesbeek;69;6562KK;3;3;2;NULL
ZRW_TYPE_OUD;{ globalid:GLOBALID iws_eigenaar:Eigenaar latitude:Latitude longitude:Longitude nummer:Huisnummer objectid:OBJECTID oc_ie:Ontwerpcapaciteit IE, 150TZV oc_ie_bzv:Ontwerpcapaciteit IE, 54BZV oc_max:Ontwerpcapaciteit m3/h opmerkingen:Opmerkingen plaats:Plaats postcode:Postcode regio:Regio straat:Straat zrw_type:RWZI type zrwdatin:Datum in bedrijf zrwdatui:Datum uit bedrijf zrwident:Code zrwnaam:Naam RWZI zrwstatus:Status zrwverkort:Verkorte naam zui_zpiident:ID Zuiveringsinstallatie};{ { alias:OBJECTID name:OBJECTID type:esriFieldTypeOID} { alias:Code length:24 name:ZRWIDENT type:esriFieldTypeString} { alias:ID Zuiveringsinstallatie length:24 name:ZUI_ZPIIDENT type:esriFieldTypeString} { alias:Naam RWZI length:50 name:ZRWNAAM type:esriFieldTypeString} { alias:Datum in bedrijf length:8 name:ZRWDATIN type:esriFieldTypeDate} { alias:Datum uit bedrijf length:8 name:ZRWDATUI type:esriFieldTypeDate} { alias:Opmerkingen length:255 name:OPMERKINGEN type:esriFieldTypeString} { alias:GLOBALID length:38 name:GLOBALID type:esriFieldTypeGlobalID} { alias:Eigenaar length:255 name:IWS_EIGENAAR type:esriFieldTypeString} { alias:Latitude name:LATITUDE type:esriFieldTypeDouble} { alias:Longitude name:LONGITUDE type:esriFieldTypeDouble} { alias:Verkorte naam length:10 name:ZRWVERKORT type:esriFieldTypeString} { alias:Ontwerpcapaciteit IE, 150TZV name:OC_IE type:esriFieldTypeDouble} { alias:Ontwerpcapaciteit m3/h name:OC_MAX type:esriFieldTypeDouble} { alias:Ontwerpcapaciteit IE, 54BZV name:OC_IE_BZV type:esriFieldTypeDouble} { alias:Straat length:150 name:STRAAT type:esriFieldTypeString} { alias:Plaats length:50 name:PLAATS type:esriFieldTypeString} { alias:Huisnummer length:10 name:NUMMER type:esriFieldTypeString} { alias:Postcode length:6 name:POSTCODE type:esriFieldTypeString} { alias:Regio name:REGIO type:esriFieldTypeInteger} { alias:RWZI type name:ZRW_TYPE type:esriFieldTypeInteger} { alias:Status name:ZRWSTATUS type:esriFieldTypeInteger}};16783167;ZGO_;1601;RWZI Gorinchem;631152000000;NULL;{471976cb-60e7-4634-869f-357f7e07e656};Waterschap;51.837695;5.008852;445;29000.0;1136.0;24000.0;Griendweg;Gorinchem;4a;4213KC;4;3;2;NULL
ZRW_TYPE_OUD;{ globalid:GLOBALID iws_eigenaar:Eigenaar latitude:Latitude longitude:Longitude nummer:Huisnummer objectid:OBJECTID oc_ie:Ontwerpcapaciteit IE, 150TZV oc_ie_bzv:Ontwerpcapaciteit IE, 54BZV oc_max:Ontwerpcapaciteit m3/h opmerkingen:Opmerkingen plaats:Plaats postcode:Postcode regio:Regio straat:Straat zrw_type:RWZI type zrwdatin:Datum in bedrijf zrwdatui:Datum uit bedrijf zrwident:Code zrwnaam:Naam RWZI zrwstatus:Status zrwverkort:Verkorte naam zui_zpiident:ID Zuiveringsinstallatie};{ { alias:OBJECTID name:OBJECTID type:esriFieldTypeOID} { alias:Code length:24 name:ZRWIDENT type:esriFieldTypeString} { alias:ID Zuiveringsinstallatie length:24 name:ZUI_ZPIIDENT type:esriFieldTypeString} { alias:Naam RWZI length:50 name:ZRWNAAM type:esriFieldTypeString} { alias:Datum in bedrijf length:8 name:ZRWDATIN type:esriFieldTypeDate} { alias:Datum uit bedrijf length:8 name:ZRWDATUI type:esriFieldTypeDate} { alias:Opmerkingen length:255 name:OPMERKINGEN type:esriFieldTypeString} { alias:GLOBALID length:38 name:GLOBALID type:esriFieldTypeGlobalID} { alias:Eigenaar length:255 name:IWS_EIGENAAR type:esriFieldTypeString} { alias:Latitude name:LATITUDE type:esriFieldTypeDouble} { alias:Longitude name:LONGITUDE type:esriFieldTypeDouble} { alias:Verkorte naam length:10 name:ZRWVERKORT type:esriFieldTypeString} { alias:Ontwerpcapaciteit IE, 150TZV name:OC_IE type:esriFieldTypeDouble} { alias:Ontwerpcapaciteit m3/h name:OC_MAX type:esriFieldTypeDouble} { alias:Ontwerpcapaciteit IE, 54BZV name:OC_IE_BZV type:esriFieldTypeDouble} { alias:Straat length:150 name:STRAAT type:esriFieldTypeString} { alias:Plaats length:50 name:PLAATS type:esriFieldTypeString} { alias:Huisnummer length:10 name:NUMMER type:esriFieldTypeString} { alias:Postcode length:6 name:POSTCODE type:esriFieldTypeString} { alias:Regio name:REGIO type:esriFieldTypeInteger} { alias:RWZI type name:ZRW_TYPE type:esriFieldTypeInteger} { alias:Status name:ZRWSTATUS type:esriFieldTypeInteger}};24123052;ZSL_;4301;RWZI Sleeuwijk;1546300800000;NULL;{294c2e3f-61c0-4e10-aece-a63d9b26c787};Waterschap;51.816284;4.930853;915;80000.0;3600.0;54000.0;Robijnsweg;Sleeuwijk;15;4254LB;5;3;2;NULL
ZRW_TYPE_OUD;{ globalid:GLOBALID iws_eigenaar:Eigenaar latitude:Latitude longitude:Longitude nummer:Huisnummer objectid:OBJECTID oc_ie:Ontwerpcapaciteit IE, 150TZV oc_ie_bzv:Ontwerpcapaciteit IE, 54BZV oc_max:Ontwerpcapaciteit m3/h opmerkingen:Opmerkingen plaats:Plaats postcode:Postcode regio:Regio straat:Straat zrw_type:RWZI type zrwdatin:Datum in bedrijf zrwdatui:Datum uit bedrijf zrwident:Code zrwnaam:Naam RWZI zrwstatus:Status zrwverkort:Verkorte naam zui_zpiident:ID Zuiveringsinstallatie};{ { alias:OBJECTID name:OBJECTID type:esriFieldTypeOID} { alias:Code length:24 name:ZRWIDENT type:esriFieldTypeString} { alias:ID Zuiveringsinstallatie length:24 name:ZUI_ZPIIDENT type:esriFieldTypeString} { alias:Naam RWZI length:50 name:ZRWNAAM type:esriFieldTypeString} { alias:Datum in bedrijf length:8 name:ZRWDATIN type:esriFieldTypeDate} { alias:Datum uit bedrijf length:8 name:ZRWDATUI type:esriFieldTypeDate} { alias:Opmerkingen length:255 name:OPMERKINGEN type:esriFieldTypeString} { alias:GLOBALID length:38 name:GLOBALID type:esriFieldTypeGlobalID} { alias:Eigenaar length:255 name:IWS_EIGENAAR type:esriFieldTypeString} { alias:Latitude name:LATITUDE type:esriFieldTypeDouble} { alias:Longitude name:LONGITUDE type:esriFieldTypeDouble} { alias:Verkorte naam length:10 name:ZRWVERKORT type:esriFieldTypeString} { alias:Ontwerpcapaciteit IE, 150TZV name:OC_IE type:esriFieldTypeDouble} { alias:Ontwerpcapaciteit m3/h name:OC_MAX type:esriFieldTypeDouble} { alias:Ontwerpcapaciteit IE, 54BZV name:OC_IE_BZV type:esriFieldTypeDouble} { alias:Straat length:150 name:STRAAT type:esriFieldTypeString} { alias:Plaats length:50 name:PLAATS type:esriFieldTypeString} { alias:Huisnummer length:10 name:NUMMER type:esriFieldTypeString} { alias:Postcode length:6 name:POSTCODE type:esriFieldTypeString} { alias:Regio name:REGIO type:esriFieldTypeInteger} { alias:RWZI type name:ZRW_TYPE type:esriFieldTypeInteger} { alias:Status name:ZRWSTATUS type:esriFieldTypeInteger}};16783237;ZOV_;2601;RWZI Overasselt;189302400000;NULL;{8202ac17-cc9e-4404-8a5f-392c41c05785};Waterschap;51.757903;5.801143;864;12000.0;300.0;10000.0;Maasdijk;Overasselt;NULL;6611KW;3;3;2;aan ongenummerde Maasbandijk, 500 m na Oude Kleefsebaan 3A
ZRW_TYPE_OUD;{ globalid:GLOBALID iws_eigenaar:Eigenaar latitude:Latitude longitude:Longitude nummer:Huisnummer objectid:OBJECTID oc_ie:Ontwerpcapaciteit IE, 150TZV oc_ie_bzv:Ontwerpcapaciteit IE, 54BZV oc_max:Ontwerpcapaciteit m3/h opmerkingen:Opmerkingen plaats:Plaats postcode:Postcode regio:Regio straat:Straat zrw_type:RWZI type zrwdatin:Datum in bedrijf zrwdatui:Datum uit bedrijf zrwident:Code zrwnaam:Naam RWZI zrwstatus:Status zrwverkort:Verkorte naam zui_zpiident:ID Zuiveringsinstallatie};{ { alias:OBJECTID name:OBJECTID type:esriFieldTypeOID} { alias:Code length:24 name:ZRWIDENT type:esriFieldTypeString} { alias:ID Zuiveringsinstallatie length:24 name:ZUI_ZPIIDENT type:esriFieldTypeString} { alias:Naam RWZI length:50 name:ZRWNAAM type:esriFieldTypeString} { alias:Datum in bedrijf length:8 name:ZRWDATIN type:esriFieldTypeDate} { alias:Datum uit bedrijf length:8 name:ZRWDATUI type:esriFieldTypeDate} { alias:Opmerkingen length:255 name:OPMERKINGEN type:esriFieldTypeString} { alias:GLOBALID length:38 name:GLOBALID type:esriFieldTypeGlobalID} { alias:Eigenaar length:255 name:IWS_EIGENAAR type:esriFieldTypeString} { alias:Latitude name:LATITUDE type:esriFieldTypeDouble} { alias:Longitude name:LONGITUDE type:esriFieldTypeDouble} { alias:Verkorte naam length:10 name:ZRWVERKORT type:esriFieldTypeString} { alias:Ontwerpcapaciteit IE, 150TZV name:OC_IE type:esriFieldTypeDouble} { alias:Ontwerpcapaciteit m3/h name:OC_MAX type:esriFieldTypeDouble} { alias:Ontwerpcapaciteit IE, 54BZV name:OC_IE_BZV type:esriFieldTypeDouble} { alias:Straat length:150 name:STRAAT type:esriFieldTypeString} { alias:Plaats length:50 name:PLAATS type:esriFieldTypeString} { alias:Huisnummer length:10 name:NUMMER type:esriFieldTypeString} { alias:Postcode length:6 name:POSTCODE type:esriFieldTypeString} { alias:Regio name:REGIO type:esriFieldTypeInteger} { alias:RWZI type name:ZRW_TYPE type:esriFieldTypeInteger} { alias:Status name:ZRWSTATUS type:esriFieldTypeInteger}};16783117;ZDR_;1001;RWZI Druten;852076800000;NULL;{11401b15-0768-4b46-9f43-bfb81a97e27d};Waterschap;51.892275;5.592108;666;44000.0;1700.0;35000.0;Heersweg;Druten;29;6651BP;3;3;2;NULL
